v,i
0,28.98710787
0.069827226,38.84560507
0.147149657,19.43698935
0.231165316,29.44502626
0.316665292,32.88610655
0.376887378,33.13926279
0.445290586,1.709995594
0.498822994,36.81191617
0.524103575,24.31355567
0.541204808,14.11269114
0.547895321,20.51503275
0.556817258,14.70709189
0.573918491,42.11984755
0.583583906,36.57743994
0.593250209,1.655561207
0.601427781,17.74828566
0.614070709,24.40869609
0.621505639,12.05149138
0.628943233,8.874206533
0.63563735,36.5264164
0.643075831,17.86000281
0.647540351,39.89345524
0.652748349,4.049838294
0.657211093,25.73835069
0.659445129,13.38107611
0.662420866,5.973250357
0.667628864,6.940419865
0.671349906,9.21073205
0.675072672,37.31444651
0.679540743,23.7328616
0.684014142,8.374876499
0.687747614,10.04306432
0.694459434,6.033210907
0.69968968,4.13862901
0.701934317,3.056539843
0.706416593,5.62464622
0.710899757,5.468291521
0.71389769,18.16070127
0.71539979,16.41832712
0.716171678,15.99070914
0.721408138,16.56477346
0.722927054,2.230829911
0.726678283,6.566391998
0.72669959,12.83263273
0.730450767,3.02281632
0.730480065,9.985804633
0.733487764,5.107961668
0.736492851,4.940234664
0.7365,5.087373372
0.737,1.288442717
0.73754,1.006376125
0.738,0.970484371
0.738,0