wavelength (nm),transmission
210,0.002232
211,0.0018
212,0.001654
213,0.002141
214,0.001755
215,0.001976
216,0.001975
217,0.00207
218,0.001883
219,0.001764
220,0.001336
221,0.001143
222,0.001224
223,0.001306
224,0.001521
225,0.001368
226,0.001125
227,0.000916
228,0.000982
229,0.001063
230,0.001046
231,0.00099
232,0.000854
233,0.000755
234,0.000734
235,0.000654
236,0.000585
237,0.000676
238,0.000789
239,0.000745
240,0.000578
241,0.000622
242,0.000531
243,0.000482
244,0.000588
245,0.000599
246,0.000534
247,0.000558
248,0.000521
249,0.000571
250,0.000623
251,0.000638
252,0.000668
253,0.000642
254,0.000613
255,0.000644
256,0.000577
257,0.000619
258,0.000655
259,0.000689
260,0.000727
261,0.0007
262,0.000693
263,0.000691
264,0.000689
265,0.000721
266,0.000816
267,0.000821
268,0.000768
269,0.000773
270,0.000834
271,0.000822
272,0.000813
273,0.000835
274,0.000858
275,0.000878
276,0.000841
277,0.000842
278,0.000895
279,0.000844
280,0.000877
281,0.00092
282,0.000851
283,0.000879
284,0.000859
285,0.000906
286,0.000975
287,0.000964
288,0.000901
289,0.001
290,0.001013
291,0.000945
292,0.001013
293,0.001021
294,0.001077
295,0.001113
296,0.000976
297,0.001079
298,0.001219
299,0.001174
300,0.001138
301,0.001174
302,0.001173
303,0.001249
304,0.001263
305,0.001278
306,0.001248
307,0.001222
308,0.001286
309,0.001257
310,0.001294
311,0.001402
312,0.001402
313,0.001281
314,0.001297
315,0.001302
316,0.001281
317,0.001337
318,0.0014
319,0.001313
320,0.001322
321,0.001328
322,0.001282
323,0.001309
324,0.001314
325,0.001303
326,0.00132
327,0.001283
328,0.001283
329,0.001299
330,0.001348
331,0.00128
332,0.001305
333,0.001507
334,0.00149
335,0.001381
336,0.001481
337,0.001515
338,0.001447
339,0.001449
340,0.001503
341,0.001466
342,0.001399
343,0.001432
344,0.001444
345,0.001478
346,0.001409
347,0.001326
348,0.001279
349,0.001175
350,0.00124
351,0.001229
352,0.00117
353,0.001229
354,0.001246
355,0.001203
356,0.001168
357,0.001153
358,0.001177
359,0.001187
360,0.001221
361,0.00114
362,0.001104
363,0.001132
364,0.001186
365,0.001134
366,0.001208
367,0.001264
368,0.001217
369,0.001166
370,0.001096
371,0.00118
372,0.001094
373,0.0011
374,0.001209
375,0.001188
376,0.001138
377,0.001208
378,0.001208
379,0.00118
380,0.001082
381,0.001088
382,0.001109
383,0.001107
384,0.001145
385,0.001108
386,0.001097
387,0.001199
388,0.001122
389,0.001209
390,0.001152
391,0.001087
392,0.001185
393,0.001222
394,0.001135
395,0.001064
396,0.001055
397,0.000923
398,0.001047
399,0.001109
400,0.00101
401,0.001136
402,0.00118
403,0.001215
404,0.001082
405,0.001125
406,0.001232
407,0.001108
408,0.001103
409,0.001228
410,0.00129
411,0.001165
412,0.001116
413,0.001211
414,0.001146
415,0.001075
416,0.001095
417,0.001066
418,0.001189
419,0.001209
420,0.001143
421,0.001188
422,0.001191
423,0.001188
424,0.001195
425,0.001236
426,0.001278
427,0.001157
428,0.001254
429,0.001281
430,0.00124
431,0.001305
432,0.001262
433,0.001373
434,0.001358
435,0.001242
436,0.001329
437,0.001238
438,0.001158
439,0.001219
440,0.0012
441,0.001261
442,0.001284
443,0.001279
444,0.001254
445,0.001175
446,0.001303
447,0.001402
448,0.001332
449,0.001327
450,0.001166
451,0.001041
452,0.001091
453,0.001136
454,0.001119
455,0.001236
456,0.001204
457,0.001271
458,0.001283
459,0.001244
460,0.001254
461,0.001289
462,0.001214
463,0.00113
464,0.001152
465,0.001115
466,0.001156
467,0.001135
468,0.001079
469,0.000996
470,0.00108
471,0.001189
472,0.001159
473,0.001166
474,0.001171
475,0.001197
476,0.001298
477,0.001446
478,0.001464
479,0.001489
480,0.001484
481,0.001415
482,0.001384
483,0.001446
484,0.001576
485,0.001611
486,0.001631
487,0.001699
488,0.001794
489,0.001863
490,0.001928
491,0.00199
492,0.001857
493,0.001844
494,0.001962
495,0.002176
496,0.002316
497,0.00243
498,0.002556
499,0.002718
500,0.002712
501,0.002894
502,0.003181
503,0.00318
504,0.003355
505,0.003516
506,0.003678
507,0.003967
508,0.00415
509,0.00444
510,0.004637
511,0.004937
512,0.005187
513,0.005442
514,0.005694
515,0.005942
516,0.006248
517,0.006587
518,0.006876
519,0.007173
520,0.007604
521,0.008048
522,0.00833
523,0.008676
524,0.009195
525,0.009541
526,0.009896
527,0.010276
528,0.0108
529,0.011273
530,0.011807
531,0.012157
532,0.012637
533,0.013242
534,0.01375
535,0.01431
536,0.01478
537,0.015323
538,0.015952
539,0.016494
540,0.017005
541,0.017426
542,0.018013
543,0.018527
544,0.019095
545,0.019659
546,0.020124
547,0.020527
548,0.02094
549,0.021494
550,0.021938
551,0.022283
552,0.022684
553,0.02304
554,0.023307
555,0.023664
556,0.024088
557,0.024473
558,0.024886
559,0.025334
560,0.026042
561,0.026898
562,0.027817
563,0.028783
564,0.030299
565,0.03182
566,0.03364
567,0.035824
568,0.0383
569,0.040734
570,0.043298
571,0.046014
572,0.048866
573,0.051592
574,0.053911
575,0.056581
576,0.059019
577,0.061312
578,0.063666
579,0.065908
580,0.067932
581,0.069887
582,0.072044
583,0.07401
584,0.076033
585,0.078103
586,0.080012
587,0.081987
588,0.083982
589,0.086115
590,0.087956
591,0.089941
592,0.091961
593,0.093923
594,0.096053
595,0.09804
596,0.099983
597,0.10195
598,0.10393
599,0.10591
600,0.10779
601,0.10991
602,0.11205
603,0.11395
604,0.11591
605,0.11788
606,0.11998
607,0.12197
608,0.12391
609,0.12582
610,0.12779
611,0.12975
612,0.13164
613,0.13366
614,0.13556
615,0.13765
616,0.13976
617,0.14182
618,0.14391
619,0.1462
620,0.14846
621,0.15064
622,0.15298
623,0.15553
624,0.15765
625,0.16008
626,0.16275
627,0.1652
628,0.16759
629,0.16979
630,0.17227
631,0.17462
632,0.17682
633,0.17888
634,0.18122
635,0.18337
636,0.18538
637,0.18747
638,0.18965
639,0.19173
640,0.19365
641,0.19548
642,0.19755
643,0.19942
644,0.20108
645,0.20289
646,0.20487
647,0.20678
648,0.2082
649,0.20987
650,0.21173
651,0.21348
652,0.21536
653,0.21692
654,0.21892
655,0.22065
656,0.2222
657,0.22374
658,0.22548
659,0.22694
660,0.22844
661,0.22989
662,0.23133
663,0.23273
664,0.23409
665,0.23543
666,0.23669
667,0.23785
668,0.23887
669,0.24024
670,0.2415
671,0.24245
672,0.24362
673,0.24456
674,0.24573
675,0.24692
676,0.24764
677,0.2487
678,0.24971
679,0.25051
680,0.25116
681,0.25209
682,0.25299
683,0.25394
684,0.25444
685,0.25485
686,0.25563
687,0.25649
688,0.25692
689,0.2573
690,0.25776
691,0.25836
692,0.25885
693,0.25942
694,0.26007
695,0.26103
696,0.26208
697,0.26271
698,0.26344
699,0.26415
700,0.26447
701,0.26509
702,0.26604
703,0.26678
704,0.26686
705,0.26663
706,0.2662
707,0.26597
708,0.26528
709,0.26447
710,0.26368
711,0.26323
712,0.26234
713,0.26234
714,0.26224
715,0.2614
716,0.26163
717,0.26198
718,0.26177
719,0.26192
720,0.26214
721,0.26238
722,0.2628
723,0.26315
724,0.26308
725,0.26336
726,0.26381
727,0.26412
728,0.26466
729,0.26599
730,0.26849
731,0.27294
732,0.2794
733,0.27867
734,0.27487
735,0.27321
736,0.2739
737,0.27602
738,0.27854
739,0.28141
740,0.28522
741,0.28986
742,0.29508
743,0.3032
744,0.31446
745,0.32368
746,0.32861
747,0.33364
748,0.33938
749,0.34658
750,0.35442
751,0.36393
752,0.37391
753,0.38407
754,0.39496
755,0.40579
756,0.4165
757,0.42702
758,0.43824
759,0.44862
760,0.4582
761,0.46804
762,0.47762
763,0.48593
764,0.49388
765,0.50135
766,0.5085
767,0.51627
768,0.52379
769,0.53005
770,0.53685
771,0.5433
772,0.54798
773,0.55399
774,0.55968
775,0.56464
776,0.56928
777,0.57432
778,0.57879
779,0.58402
780,0.5884
781,0.59323
782,0.59786
783,0.60286
784,0.60661
785,0.61079
786,0.61525
787,0.62034
788,0.62351
789,0.62719
790,0.63056
791,0.63496
792,0.64017
793,0.64565
794,0.64969
795,0.65385
796,0.65724
797,0.66068
798,0.66459
799,0.6684
800,0.67353
801,0.67721
802,0.68163
803,0.68629
804,0.6901
805,0.6924
806,0.6968
807,0.70081
808,0.70344
809,0.70661
810,0.71078
811,0.71405
812,0.71733
813,0.72103
814,0.72374
815,0.72686
816,0.72926
817,0.73223
818,0.73462
819,0.73598
820,0.73836
821,0.73952
822,0.74054
823,0.73556
824,0.73998
825,0.74673
826,0.75245
827,0.75389
828,0.74945
829,0.75003
830,0.75608
831,0.75548
832,0.75459
833,0.75437
834,0.75101
835,0.75037
836,0.75247
837,0.7543
838,0.7548
839,0.75443
840,0.75167
841,0.74739
842,0.74809
843,0.75055
844,0.74992
845,0.74793
846,0.74656
847,0.745
848,0.74351
849,0.74148
850,0.73906
851,0.73711
852,0.73552
853,0.73325
854,0.73148
855,0.72825
856,0.72583
857,0.72319
858,0.72052
859,0.71777
860,0.71449
861,0.71271
862,0.71149
863,0.70855
864,0.70303
865,0.70088
866,0.69991
867,0.69693
868,0.69362
869,0.69168
870,0.6892
871,0.68684
872,0.68382
873,0.68064
874,0.678
875,0.6752
876,0.67343
877,0.67113
878,0.66828
879,0.66658
880,0.66331
881,0.6587
882,0.65258
883,0.65372
884,0.65574
885,0.65807
886,0.65817
887,0.6539
888,0.65044
889,0.64835
890,0.64644
891,0.64392
892,0.64244
893,0.63963
894,0.63636
895,0.63473
896,0.6339
897,0.63491
898,0.63416
899,0.63175
900,0.63086
901,0.63008
902,0.6282
903,0.62674
904,0.62361
905,0.62183
906,0.6247
907,0.62789
908,0.62502
909,0.62555
910,0.62418
911,0.62372
912,0.62281
913,0.6213
914,0.62031
915,0.61866
916,0.61805
917,0.61722
918,0.62128
919,0.62401
920,0.62206
921,0.62124
922,0.62103
923,0.62286
924,0.62217
925,0.62329
926,0.62488
927,0.62423
928,0.62548
929,0.62684
930,0.62631
931,0.62683
932,0.62759
933,0.62861
934,0.62994
935,0.63112
936,0.63096
937,0.63166
938,0.63129
939,0.63171
940,0.6331
941,0.63483
942,0.63612
943,0.63779
944,0.63948
945,0.64015
946,0.64173
947,0.6431
948,0.64351
949,0.64539
950,0.64646
951,0.64662
952,0.64822
953,0.65041
954,0.65174
955,0.65405
956,0.65655
957,0.65762
958,0.65948
959,0.66219
960,0.66307
961,0.66483
962,0.66716
963,0.66758
964,0.66918
965,0.67114
966,0.67188
967,0.67331
968,0.67505
969,0.67536
970,0.67608
971,0.67705
972,0.6783
973,0.67902
974,0.68081
975,0.68202
976,0.68403
977,0.68556
978,0.6853
979,0.68485
980,0.68598
981,0.68868
982,0.68929
983,0.68937
984,0.69061
985,0.69206
986,0.69221
987,0.69278
988,0.69272
989,0.69295
990,0.6928
991,0.69289
992,0.69104
993,0.69124
994,0.69278
995,0.69377
996,0.69439
997,0.69497
998,0.69581
999,0.69448
1000,0.69423
1002.5,0.69397
1005,0.69152
1007.5,0.68873
1010,0.68349
1012.5,0.68058
1015,0.67827
1017.5,0.67556
1020,0.67144
1022.5,0.66615
1025,0.66042
1027.5,0.65412
1030,0.64684
1032.5,0.64051
1035,0.63465
1037.5,0.62726
1040,0.61989
1042.5,0.61314
1045,0.60354
1047.5,0.59451
1050,0.58666
1052.5,0.57902
1055,0.572
1057.5,0.56564
1060,0.55829
1062.5,0.55052
1065,0.54343
1067.5,0.53553
1070,0.52746
1072.5,0.51978
1075,0.51259
1077.5,0.50609
1080,0.49646
1082.5,0.4899
1085,0.48619
1087.5,0.48081
1090,0.47315
1092.5,0.46962
1095,0.46517
1097.5,0.45951
1100,0.45388
1102.5,0.44819
1105,0.442
1107.5,0.43556
1110,0.43133
1112.5,0.42796
1115,0.425
1117.5,0.42174
1120,0.41939
1122.5,0.41649
1125,0.41305
1127.5,0.41014
1130,0.40734
1132.5,0.40455
1135,0.40221
1137.5,0.40007
1140,0.39747
1142.5,0.39544
1145,0.39398
1147.5,0.39158
1150,0.39009
1152.5,0.39049
1155,0.38886
1157.5,0.38697
1160,0.38624
1162.5,0.385
1165,0.3838
1167.5,0.38416
1170,0.38335
1172.5,0.38215
1175,0.38153
1177.5,0.38154
1180,0.3823
1182.5,0.38297
1185,0.38381
1187.5,0.38488
1190,0.38577
1192.5,0.38672
1195,0.38815
1197.5,0.38945
1200,0.3906
1202.5,0.39203
1205,0.39352
1207.5,0.395
1210,0.39642
1212.5,0.39791
1215,0.39957
1217.5,0.40182
1220,0.404
1222.5,0.40524
1225,0.40726
1227.5,0.40949
1230,0.41203
1232.5,0.41479
1235,0.4178
1237.5,0.41975
1240,0.4221
1242.5,0.42485
1245,0.4278
1247.5,0.43079
1250,0.43369
1252.5,0.43582
1255,0.43811
1257.5,0.44129
1260,0.44369
1262.5,0.44535
1265,0.44824
1267.5,0.45074
1270,0.45481
1272.5,0.45858
1275,0.46269
1277.5,0.466
1280,0.46959
1282.5,0.4725
1285,0.47365
1287.5,0.47747
1290,0.48109
1292.5,0.48309
1295,0.48613
1297.5,0.48927
1300,0.49178
1302.5,0.49485
1305,0.49797
1307.5,0.49999
1310,0.50234
1312.5,0.50489
1315,0.50727
1317.5,0.50944
1320,0.51145
1322.5,0.51407
1325,0.51657
1327.5,0.51895
1330,0.51906
1332.5,0.52006
1335,0.52259
1337.5,0.52448
1340,0.52607
1342.5,0.52731
1345,0.52865
1347.5,0.52989
1350,0.53076
1352.5,0.53104
1355,0.53125
1357.5,0.53192
1360,0.53272
1362.5,0.53294
1365,0.5309
1367.5,0.53111
1370,0.53191
1372.5,0.53281
1375,0.53369
1377.5,0.53453
1380,0.53393
1382.5,0.5329
1385,0.53159
1387.5,0.53206
1390,0.53159
1392.5,0.53013
1395,0.52865
1397.5,0.52758
1400,0.52692
1402.5,0.52502
1405,0.52355
1407.5,0.52268
1410,0.52074
1412.5,0.51838
1415,0.51599
1417.5,0.51438
1420,0.51279
1422.5,0.51073
1425,0.50951
1427.5,0.5081
1430,0.50565
1432.5,0.50482
1435,0.50346
1437.5,0.5001
1440,0.49844
1442.5,0.49703
1445,0.49514
1447.5,0.49289
1450,0.49071
1452.5,0.48935
1455,0.48652
1457.5,0.48386
1460,0.48296
1462.5,0.47947
1465,0.47632
1467.5,0.47569
1470,0.4697
1472.5,0.46557
1475,0.46401
1477.5,0.46236
1480,0.46082
1482.5,0.46094
1485,0.45915
1487.5,0.45646
1490,0.45563
1492.5,0.45289
1495,0.44965
1497.5,0.44744
1500,0.4439
1502.5,0.44096
1505,0.44036
1507.5,0.43708
1510,0.43397
1512.5,0.43305
1515,0.42933
1517.5,0.42625
1520,0.42593
1522.5,0.42232
1525,0.41907
1527.5,0.41744
1530,0.41376
1532.5,0.41112
1535,0.41042
1537.5,0.40516
1540,0.40112
1542.5,0.39922
1545,0.39543
1547.5,0.39396
1550,0.3945
1552.5,0.39084
1555,0.38826
1557.5,0.38743
1560,0.38361
1562.5,0.38084
1565,0.37894
1567.5,0.37527
1570,0.37224
1572.5,0.36964
1575,0.36705
1577.5,0.36398
1580,0.36084
1582.5,0.35853
1585,0.35582
1587.5,0.35296
1590,0.35027
1592.5,0.34696
1595,0.34382
1597.5,0.34142
1600,0.33777
1602.5,0.33415
1605,0.33131
1607.5,0.32811
1610,0.32539
1612.5,0.32245
1615,0.32152
1617.5,0.31845
1620,0.31379
1622.5,0.31234
1625,0.3088
1627.5,0.30469
1630,0.30336
1632.5,0.29934
1635,0.29544
1637.5,0.29425
1640,0.29093
1642.5,0.28724
1645,0.28356
1647.5,0.28082
1650,0.27774
1652.5,0.27418
1655,0.27191
1657.5,0.26847
1660,0.26454
1662.5,0.26261
1665,0.2587
1667.5,0.2544
1670,0.25159
1672.5,0.24734
1675,0.24504
1677.5,0.24463
1680,0.24039
1682.5,0.23737
1685,0.2375
1687.5,0.23339
1690,0.23093